Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tanzanite Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Malachite Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Malachite Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Topaz Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Topaz Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Topaz Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Topaz Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tanzanite Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tanzanite Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Malachite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Malachite Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Malachite Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Malachite Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Topaz Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tanzanite Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Block of Raw Iron
appliedenergistics2:facade:0, Cable Facade - Block of Raw Gold
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
